frame_idx,ch1,ch2,ch3,ch4,back_lt_id,back_lt_x,back_lt_y,back_lt_z,back_rt_id,back_rt_x,back_rt_y,back_rt_z,back_rb_id,back_rb_x,back_rb_y,back_rb_z,back_lb_id,back_lb_x,back_lb_y,back_lb_z,tip_lt_id,tip_lt_x,tip_lt_y,tip_lt_z,tip_rt_id,tip_rt_x,tip_rt_y,tip_rt_z,tip_rb_id,tip_rb_x,tip_rb_y,tip_rb_z,tip_lb_id,tip_lb_x,tip_lb_y,tip_lb_z,pip_id,pip_x,pip_y,pip_z,dip_id,dip_x,dip_y,dip_z
1160,0.081,0.558,0.463,0.0,100015,-59.63807,793.50977,685.72607,106888,-35.03378,790.85645,685.16199,106789,-33.85292,795.5191,709.81689,100017,-57.44655,797.73303,708.91534,105973,-59.72989,768.8855,821.00128,106904,-36.35135,777.52472,824.78589,106909,-36.7023,768.31537,848.1424,105974,-59.12471,760.46106,844.1582,100019,-44.32442,786.04297,777.04852,105972,-42.41698,774.87878,798.78857
1161,0.082,0.347,0.465,0.0,100015,-59.76819,793.46082,685.69446,106888,-35.18933,790.81061,685.13611,106789,-34.15078,795.33057,709.74561,100017,-57.53254,797.56958,708.7514,105973,-59.82567,768.7995,820.93188,106904,-36.51663,777.43195,824.74982,106909,-36.8631,768.18658,848.0813,105974,-59.25708,760.30591,844.0708,100019,-44.47539,785.97565,777.00629,105972,-42.5359,774.80859,798.75848
1162,0.081,0.344,0.462,0.0,100015,-59.87959,793.42914,685.66577,106888,-35.56792,790.69104,685.16772,106789,-34.70064,794.74829,709.59894,100017,-57.60337,797.57501,708.72943,105973,-59.92912,768.73181,820.91473,106904,-36.65567,777.39703,824.71906,106909,-36.96207,768.0766,848.02734,105974,-59.32884,760.20923,844.03119,100019,-44.56103,785.88654,776.93353,105972,-42.62921,774.7262,798.70569
1163,0.082,0.517,0.466,0.0,100015,-59.96994,793.37701,685.6438,106888,-35.65578,790.66583,685.07739,106789,-34.67857,794.81543,709.52832,100017,-57.56915,797.63928,708.67133,105973,-59.89993,768.6131,820.83502,106904,-36.73298,777.34735,824.66333,106909,-37.00743,767.98889,847.97662,105974,-59.38015,760.10663,843.99536,100019,-44.60882,785.84784,776.89996,105972,-42.67,774.66437,798.64441
1164,0.082,0.517,0.466,0.0,100015,-60.00081,793.3559,685.6062,106888,-35.714,790.67169,685.03882,106789,-34.68182,794.8219,709.49548,100017,-57.60863,797.59198,708.62183,105973,-59.90992,768.58209,820.78485,106904,-36.76146,777.36035,824.64313,106909,-37.01751,768.00244,847.94202,105974,-59.38974,760.09369,843.90295,100019,-44.60285,785.79395,776.82959,105972,-42.66674,774.65619,798.59772
1165,0.081,0.344,0.463,0.0,100015,-60.11487,793.24609,685.62671,106888,-35.84317,790.56757,685.02014,106789,-34.68753,794.83466,709.47693,100017,-57.58257,797.61566,708.59216,105973,-59.90702,768.64545,820.7417,106904,-36.72497,777.42059,824.60864,106909,-36.97934,768.05841,847.92517,105974,-59.34183,760.14911,843.88342,100019,-44.53749,785.80768,776.79492,105972,-42.64462,774.69043,798.57532
1166,0.082,0.348,0.466,0.0,100015,-59.95795,793.44464,685.60828,106888,-35.69373,790.80853,685.02997,106789,-34.71253,794.79504,709.49945,100017,-57.65605,797.53314,708.63062,105973,-59.80003,768.73956,820.78345,106904,-36.64549,777.48535,824.62311,106909,-36.85666,768.17548,847.93304,105974,-59.21427,760.25818,843.90344,100019,-44.45946,785.88812,776.81042,105972,-42.56198,774.73938,798.55286
1167,0.082,0.449,0.462,0.0,100015,-59.89347,793.52936,685.60565,106888,-35.38913,791.04578,684.96008,106789,-34.16995,795.43713,709.59662,100017,-57.57303,797.6402,708.65027,105973,-59.76377,768.84753,820.83856,106904,-36.45557,777.56567,824.61932,106909,-36.67785,768.2962,847.95184,105974,-59.08519,760.37067,843.91565,100019,-44.39315,785.97748,776.82098,105972,-42.43592,774.81293,798.58417
1168,0.082,0.449,0.462,0.0,100015,-59.77717,793.58081,685.63324,106888,-35.22762,791.1004,685.01099,106789,-33.97334,795.50751,709.62366,100017,-57.51807,797.81055,708.8172,105973,-59.69104,768.92377,820.87555,106904,-36.26113,777.61517,824.62036,106909,-36.50977,768.41132,847.9906,105974,-58.89024,760.53363,843.99744,100019,-44.18452,786.08771,776.8877,105972,-42.32003,774.90472,798.62323
1169,0.082,0.348,0.466,0.0,100015,-59.62759,793.60931,685.6684,106888,-35.05975,791.10327,685.00452,106789,-33.7556,795.7049,709.7066,100017,-57.40862,797.8479,708.81226,105973,-59.56366,768.9433,820.89203,106904,-36.10938,777.65961,824.64355,106909,-36.36637,768.4762,848.00525,105974,-58.74015,760.68353,844.05408,100019,-43.78328,786.1217,776.87744,105972,-42.16555,775.04022,798.67517
1170,0.082,0.347,0.465,0.0,100015,-59.42226,793.69812,685.68658,106888,-34.77649,791.13037,685.0423,106789,-33.37578,795.70605,709.66956,100017,-57.3068,797.86963,708.82727,105973,-59.47557,768.97937,820.9162,106904,-36.03375,777.70209,824.67914,106909,-36.2213,768.51562,848.02954,105974,-58.64442,760.77673,844.1178,100019,-43.76605,786.2002,776.9361,105972,-42.05042,775.13141,798.72394
1171,0.081,0.348,0.466,0.0,100015,-59.29802,793.73993,685.71588,106888,-34.61753,791.17657,685.0882,106789,-33.23593,795.72327,709.71057,100017,-57.22428,797.92377,708.86987,105973,-59.44432,768.987,820.95874,106904,-35.95533,777.73022,824.72601,106909,-36.15034,768.54102,848.06403,105974,-58.57438,760.84534,844.17432,100019,-43.79272,786.24194,776.99951,105972,-41.97678,775.18237,798.78754
1172,0.082,0.347,0.465,0.0,100015,-58.9575,793.88055,685.6701,106888,-34.52575,791.31146,685.27185,106789,-33.16139,795.72705,709.77692,100017,-57.17778,797.9989,708.93591,105973,-59.32661,768.97998,820.97101,106904,-35.91485,777.72998,824.78198,106909,-36.13298,768.57227,848.12366,105974,-58.54631,760.87817,844.25183,100019,-43.75587,786.29901,777.09039,105972,-41.94194,775.22382,798.84314
1173,0.082,0.347,0.465,0.0,100015,-58.96758,793.88318,685.7005,106888,-34.52051,791.31378,685.36499,106789,-33.15264,795.71973,709.83368,100017,-57.15443,798.04773,709.01898,105973,-58.62944,769.0014,820.9704,106904,-35.85361,777.71082,824.82507,106909,-36.14069,768.58423,848.18689,105974,-58.55112,760.88531,844.29974,100019,-43.78245,786.31018,777.16766,105972,-41.93784,775.21838,798.90576
1174,0.081,0.345,0.463,0.0,100015,-58.97711,793.88062,685.77069,106888,-34.57487,791.3172,685.50201,106789,-33.05527,795.82251,709.90088,100017,-57.16559,798.05225,709.09283,105973,-58.62945,768.96356,821.02209,106904,-35.87713,777.66669,824.88458,106909,-36.21555,768.60059,848.24951,105974,-58.60516,760.85242,844.37805,100019,-43.86709,786.32007,777.27899,105972,-41.96934,775.19763,798.96136
1175,0.093,0.347,0.465,0.0,100015,-59.11002,793.80115,685.81891,106888,-34.61673,791.10809,685.3681,106789,-33.09538,795.74689,709.992,100017,-57.20915,798.00989,709.1311,105973,-58.68512,768.94275,821.07678,106904,-35.91932,777.62775,824.93658,106909,-36.98371,769.138,848.55316,105974,-58.69531,760.82251,844.47333,100019,-43.96633,786.27692,777.36163,105972,-42.0303,775.15442,799.02112
1176,0.081,0.345,0.463,0.0,100015,-59.43306,793.65576,685.9397,106888,-34.79137,791.0506,685.45093,106789,-33.40218,795.76874,710.15442,100017,-57.31274,797.96655,709.19122,105973,-59.57623,768.96527,821.27899,106904,-36.05103,777.57721,824.97986,106909,-36.45643,768.5213,848.41217,105974,-58.8113,760.77606,844.54327,100019,-44.10766,786.2298,777.41833,105972,-42.15196,775.08344,799.08472
1177,0.081,0.345,0.463,0.0,100015,-59.61839,793.57788,686.02844,106888,-35.07938,790.99878,685.5755,106789,-33.82244,795.42609,710.19714,100017,-57.40598,797.94281,709.23883,105973,-59.7676,768.95685,821.37097,106904,-36.23298,777.52924,825.05096,106909,-36.64193,768.41064,848.49609,105974,-58.99104,760.61224,844.57214,100019,-44.24187,786.15283,777.45447,105972,-42.30317,774.97473,799.12933
1178,0.082,0.348,0.465,0.0,100015,-59.79044,793.54681,686.15222,106888,-35.52769,790.90869,685.75189,106789,-34.00694,795.37207,710.2287,100017,-57.60012,797.91571,709.3396,105973,-59.81824,768.7876,821.42236,106904,-36.40491,777.4137,825.13129,106909,-36.85872,768.23242,848.56049,105974,-59.15559,760.35626,844.57684,100019,-44.37031,786.0705,777.4906,105972,-42.46036,774.87042,799.19397
1179,0.109,0.345,0.463,0.0,100015,-59.91005,793.54218,686.26263,106888,-35.66752,790.89172,685.78436,106789,-33.98905,795.50201,710.26459,100017,-57.6484,798.04877,709.43268,105973,-60.6328,769.05084,821.71313,106904,-36.48159,777.34924,825.02985,106909,-37.02606,768.11682,848.59564,105974,-59.30931,760.15295,844.56934,100019,-44.4649,785.98889,777.5509,105972,-42.58151,774.75989,799.23761
1180,0.082,0.347,0.466,0.0,100015,-59.95295,793.53809,686.31219,106888,-35.73112,790.8739,685.81134,106789,-34.04285,795.46185,710.30811,100017,-57.76059,798.04437,709.4823,105973,-60.10909,768.63812,821.51044,106904,-36.5766,777.32538,825.08014,106909,-37.78528,768.56122,848.83911,105974,-59.40572,760.09039,844.58063,100019,-44.51728,785.97284,777.58832,105972,-42.67182,774.7384,799.31946
1181,0.082,0.347,0.466,0.0,100015,-59.9969,793.55444,686.3515,106888,-35.75227,790.88556,685.82263,106789,-34.05902,795.47235,710.31104,100017,-57.78334,798.04938,709.48267,105973,-60.72116,768.97687,821.77716,106904,-36.57697,777.33118,825.09619,106909,-37.784,768.53998,848.84149,105974,-59.42253,760.07996,844.62085,100019,-44.52898,785.93781,777.60846,105972,-42.67385,774.73834,799.32391
1182,0.082,0.344,0.463,0.0,100015,-59.98969,793.56354,686.36145,106888,-35.76308,790.89844,685.8172,106789,-34.0672,795.47906,710.30408,100017,-57.78413,798.04968,709.4989,105973,-60.02687,768.64966,821.53137,106904,-36.51046,777.3161,825.08423,106909,-37.07352,768.07855,848.62201,105974,-59.33374,760.16486,844.65613,100019,-44.51384,785.96033,777.60614,105972,-42.67959,774.75256,799.34253
1183,0.131,0.348,0.466,0.0,100015,-59.98824,793.58276,686.36053,106888,-35.72739,790.91583,685.815,106789,-34.01334,795.5083,710.33069,100017,-58.03939,797.7066,709.47565,105973,-59.9277,768.70575,821.54517,106904,-36.4371,777.35864,825.0752,106909,-37.61112,768.7027,848.86835,105974,-59.24727,760.26001,844.71082,100019,-44.46483,786.00323,777.60547,105972,-42.56283,774.80573,799.30682
1184,0.082,0.347,0.465,0.0,100015,-59.94883,793.61182,686.37628,106888,-35.68449,790.93341,685.82043,106789,-33.99549,795.51721,710.29828,100017,-57.67016,798.10706,709.48346,105973,-60.40008,768.99573,821.7854,106904,-36.3262,777.35364,825.04773,106909,-37.50433,768.76129,848.86865,105974,-59.14472,760.33618,844.72028,100019,-44.37584,786.03198,777.63611,105972,-42.49421,774.82849,799.32324
1185,0.082,0.348,0.466,0.0,100015,-59.90498,793.66846,686.37744,106888,-35.64003,790.98358,685.82031,106789,-34.05257,795.39618,710.29138,100017,-57.7821,797.96216,709.45453,105973,-60.33827,769.04163,821.78223,106904,-36.29615,777.38135,825.21167,106909,-37.41385,768.78534,848.85858,105974,-59.04002,760.39911,844.75116,100019,-44.29744,786.06671,777.63715,105972,-42.3999,774.88312,799.31213
1186,0.082,0.348,0.466,0.0,100015,-59.8327,793.69904,686.32941,106888,-35.53637,791.07831,685.8205,106789,-33.96667,795.46423,710.29968,100017,-57.69026,798.02808,709.44391,105973,-60.3038,769.09607,821.75964,106904,-36.21669,777.42059,825.18274,106909,-37.35891,768.84039,848.83179,105974,-58.97725,760.44061,844.71283,100019,-44.20385,786.1496,777.64789,105972,-42.30753,774.94037,799.3017
1187,0.146,0.346,0.465,0.0,100015,-59.78218,793.74591,686.29651,106888,-35.33132,791.26733,685.82275,106789,-33.87628,795.58813,710.22656,100017,-57.53133,798.11566,709.44397,105973,-59.6953,768.84839,821.51324,106904,-36.13449,777.47003,825.17487,106909,-37.27264,768.88531,848.82538,105974,-58.89784,760.47845,844.68549,100019,-44.1022,786.1886,777.64178,105972,-42.22955,775.00189,799.29962
1188,0.081,0.344,0.921,0.0,100015,-59.52809,793.87567,686.21252,106888,-35.19146,791.37396,685.81647,106789,-33.53162,795.88971,710.31061,100017,-57.38172,798.14856,709.44415,105973,-60.20292,769.15204,821.70551,106904,-36.04219,777.51147,825.14447,106909,-37.19392,768.96094,848.7912,105974,-58.80995,760.55548,844.68115,100019,-44.00761,786.237,777.64471,105972,-42.15317,775.0694,799.28894
1189,0.082,0.347,0.465,0.0,100015,-59.40245,793.93652,686.17169,106888,-35.03892,791.43445,685.79376,106789,-33.3462,795.76593,710.20074,100017,-57.26226,798.18842,709.44849,105973,-59.47442,768.90625,821.44989,106904,-35.93158,777.54126,825.11646,106909,-37.07843,769.02618,848.76575,105974,-58.67956,760.67432,844.68451,100019,-43.93334,786.28937,777.65509,105972,-42.06918,775.09241,799.26971
1190,0.082,0.347,0.465,0.0,100015,-59.25709,793.97498,686.14545,106888,-34.84318,791.42987,685.81232,106789,-33.1278,795.8186,710.17273,100017,-57.15447,798.21222,709.45471,105973,-58.55426,768.87445,821.33459,106904,-35.84797,777.56476,825.10297,106909,-36.92464,769.07953,848.72699,105974,-58.56,760.7132,844.68848,100019,-43.80032,786.30823,777.66071,105972,-41.95831,775.1142,799.23492
1191,0.147,0.344,0.463,0.0,100015,-59.15529,793.98425,686.13251,106888,-34.70704,791.42804,685.78265,106789,-33.03157,795.79724,710.18237,100017,-57.06934,798.20642,709.46399,105973,-58.50608,768.91626,821.34735,106904,-35.78743,777.58362,825.10498,106909,-36.82491,769.07776,848.69122,105974,-58.42982,760.71875,844.6582,100019,-43.70487,786.323,777.67529,105972,-41.85766,775.0943,799.24036
1192,0.082,0.346,0.915,0.0,100015,-59.02856,794.01239,686.12836,106888,-34.61164,791.40009,685.77679,106789,-32.94775,795.79034,710.16321,100017,-57.00039,798.20673,709.48065,105973,-58.45324,768.92273,821.36383,106904,-35.73566,777.55994,825.11548,106909,-36.76667,769.08325,848.66449,105974,-58.38308,760.72064,844.65222,100019,-43.59582,786.30042,777.68042,105972,-41.81805,775.10907,799.2536
1193,0.081,0.345,0.462,0.0,100015,-58.95232,794.01886,686.13855,106888,-34.51677,791.37604,685.79694,106789,-32.914,795.76288,710.18488,100017,-56.95113,798.18732,709.4931,105973,-58.44126,768.90594,821.36035,106904,-35.7608,777.54462,825.1214,106909,-36.77273,769.05896,848.6825,105974,-58.35129,760.68939,844.63861,100019,-43.53872,786.28204,777.71417,105972,-41.77841,775.09375,799.26202
1194,0.136,0.348,0.466,0.0,100015,-58.87804,794.03418,686.16406,106888,-34.4919,791.33997,685.81378,106789,-32.88856,795.72711,710.20422,100017,-56.91595,798.15881,709.50226,105973,-58.41999,768.8728,821.36823,106904,-35.77486,777.52588,825.10852,106909,-36.79169,769.02045,848.70636,105974,-58.36934,760.67682,844.65863,100019,-43.48152,786.24512,777.73627,105972,-41.78771,775.04688,799.28326
1195,0.136,0.348,0.466,0.0,100015,-58.91154,794.01538,686.18616,106888,-34.47844,791.29181,685.84033,106789,-32.94594,795.58606,710.26544,100017,-56.92304,798.14087,709.52185,105973,-58.3999,768.84912,821.4057,106904,-35.76601,777.48376,825.12225,106909,-36.77755,768.98041,848.73035,105974,-58.34083,760.63721,844.68481,100019,-43.44852,786.19501,777.79034,105972,-41.78206,775.00415,799.29553
1196,0.082,0.345,0.82,0.0,100015,-58.98879,793.96167,686.21014,106888,-34.55841,791.25024,685.88531,106789,-32.92437,795.67548,710.26343,100017,-56.94267,798.11938,709.55316,105973,-58.40343,768.82715,821.45886,106904,-36.389,777.98047,825.34485,106909,-36.67852,768.82123,848.70923,105974,-58.34367,760.6048,844.74103,100019,-43.50474,786.15411,777.83191,105972,-41.7947,774.97052,799.34064
1197,0.083,0.348,0.466,0.0,100015,-59.14746,793.8924,686.25763,106888,-34.63276,791.21942,685.92206,106789,-32.9979,795.65106,710.27936,100017,-56.99278,798.09607,709.56689,105973,-58.45592,768.81348,821.47626,106904,-36.39371,777.92725,825.35632,106909,-36.7337,768.82007,848.74445,105974,-58.40751,760.57477,844.78253,100019,-43.54676,786.1189,777.85583,105972,-41.85157,774.92145,799.36902
1198,0.122,0.346,0.462,0.0,100015,-59.26705,793.85126,686.32184,106888,-34.80688,791.20642,685.95728,106789,-33.10865,795.62122,710.32184,100017,-57.06437,798.06421,709.59442,105973,-59.3309,768.78729,821.58978,106904,-36.45312,777.88959,825.39948,106909,-36.88187,768.75378,848.78577,105974,-58.52769,760.4801,844.81335,100019,-43.68907,786.05939,777.86462,105972,-41.93222,774.8844,799.39587
1199,0.122,0.346,0.462,0.0,100015,-59.39912,793.82336,686.41168,106888,-34.99076,791.22009,685.99225,106789,-33.2719,795.60938,710.32294,100017,-57.14497,798.04309,709.61371,105973,-59.32647,768.60522,821.50848,106904,-38.13555,779.39185,826.14252,106909,-37.05602,768.61914,848.82916,105974,-58.68327,760.32129,844.81268,100019,-43.73849,786.0105,777.88068,105972,-42.0143,774.83179,799.39209
1200,0.082,0.347,0.466,0.0,100015,-59.45748,793.82379,686.45679,106888,-35.07667,791.22003,685.98627,106789,-33.55258,795.55475,710.35376,100017,-57.22077,798.0318,709.62189,105973,-60.33781,769.35999,821.95343,106904,-39.13037,779.8324,826.81158,106909,-37.23017,768.64734,848.89636,105974,-58.81184,760.16766,844.75928,100019,-43.81853,786.00372,777.8822,105972,-42.06298,774.81464,799.41718
1201,0.082,0.347,0.466,0.0,100015,-59.44207,793.82288,686.44452,106888,-35.07129,791.23309,685.97852,106789,-33.46737,795.74884,710.44165,100017,-57.21173,798.04608,709.62634,105973,-60.35403,769.37335,821.93219,106904,-39.1359,779.83362,826.80219,106909,-37.26223,768.66571,848.91498,105974,-58.83585,760.20099,844.7525,100019,-43.81486,786.02472,777.88721,105972,-42.05967,774.82324,799.41583
1202,0.116,0.347,0.466,0.0,100015,-59.39791,793.90692,686.46204,106888,-35.05544,791.20264,685.97638,106789,-33.32201,795.65027,710.33289,100017,-57.14892,798.09344,709.62134,105973,-60.22667,769.40234,821.93591,106904,-39.06688,779.89001,826.78741,106909,-37.15331,768.70337,848.87903,105974,-58.70408,760.29401,844.79095,100019,-43.7424,786.04395,777.91479,105972,-41.99103,774.84467,799.39899
1203,0.116,0.347,0.466,0.0,100015,-59.33969,793.92291,686.45245,106888,-34.9466,791.28894,685.96204,106789,-33.12602,795.6925,710.32819,100017,-57.0981,798.11182,709.62665,105973,-60.28065,769.55597,822.03589,106904,-38.96063,779.94696,826.76624,106909,-36.8547,768.66876,848.79254,105974,-58.50256,760.41711,844.82007,100019,-43.61688,786.10193,777.89264,105972,-41.92589,774.88501,799.41742
1204,0.082,0.347,0.687,0.0,100015,-59.25563,793.97211,686.37091,106888,-34.81939,791.35089,685.95654,106789,-33.11612,795.63605,710.32611,100017,-57.03927,798.16479,709.62354,105973,-58.38744,768.78607,821.52094,106904,-35.97248,777.66119,826.1936,106909,-36.65821,768.71515,848.73987,105974,-58.33104,760.50623,844.79309,100019,-43.5548,786.12891,777.90485,105972,-41.82265,774.93121,799.41675
1205,0.082,0.345,0.462,0.0,100015,-59.10958,794.01825,686.31812,106888,-34.72169,791.36975,685.92596,106789,-33.02085,795.64569,710.30817,100017,-56.96693,798.18781,709.60254,105973,-58.33455,768.82837,821.4986,106904,-36.4257,777.9837,825.36304,106909,-36.56196,768.72827,848.7016,105974,-58.24225,760.53357,844.76617,100019,-43.39472,786.14203,777.88641,105972,-41.75917,774.94232,799.37726
1206,0.082,0.347,0.465,0.0,100015,-58.98311,794.0592,686.27069,106888,-34.55622,791.43744,685.89612,106789,-32.93272,795.68176,710.28363,100017,-56.91317,798.20709,709.59253,105973,-59.12899,768.79767,821.56152,106904,-36.39073,777.97833,825.32581,106909,-36.51686,768.72363,848.6745,105974,-58.2277,760.51306,844.73383,100019,-43.38945,786.1557,777.8667,105972,-41.69343,774.96088,799.35834
1207,0.082,0.345,0.7,0.0,100015,-58.94648,793.99731,686.34229,106888,-34.60626,791.27911,685.80975,106789,-32.87235,795.69647,710.25885,100017,-56.85456,798.22473,709.58789,105973,-59.20013,768.81085,821.55084,106904,-36.42545,778.02509,825.31036,106909,-35.85549,768.26709,849.48962,105974,-58.22513,760.4834,844.66559,100019,-43.31064,786.17053,777.84625,105972,-41.64484,774.95599,799.32166
1208,0.082,0.345,0.7,0.0,100015,-58.84374,794.06268,686.33777,106888,-34.51055,791.30273,685.79913,106789,-32.77605,795.7005,710.25452,100017,-56.79715,798.25134,709.56995,105973,-59.04074,768.76782,821.50458,106904,-36.3956,778.03894,825.29889,106909,-35.77634,768.26642,849.47083,105974,-58.12638,760.46509,844.64142,100019,-43.06293,786.12238,777.6958,105972,-41.5478,774.95007,799.30176
1209,0.083,0.347,0.465,0.0,100015,-58.64238,794.099,686.31812,106888,-34.43195,791.34576,685.78778,106789,-32.6753,795.71381,710.2326,100017,-56.72305,798.29504,709.55853,105973,-58.11957,768.78992,821.40979,106904,-35.6809,777.49011,825.09161,106909,-35.63,768.22021,849.43896,105974,-57.97375,760.44385,844.63452,100019,-42.98538,786.13226,777.68561,105972,-41.41061,774.92694,799.27264
1210,0.082,0.345,0.463,0.0,100015,-58.5275,794.16589,686.32019,106888,-34.3634,791.34479,685.77002,106789,-32.56342,795.69641,710.21277,100017,-56.63537,798.30237,709.5636,105973,-57.9986,768.83197,821.40765,106904,-35.63341,777.52216,825.09174,106909,-35.47526,768.21735,849.38806,105974,-57.81258,760.44794,844.62604,100019,-42.88879,786.13965,777.66833,105972,-41.27644,774.89661,799.23206
1211,0.083,0.348,0.714,0.0,100015,-58.43232,794.2038,686.32233,106888,-34.28971,791.31415,685.74683,106789,-32.45827,795.6748,710.21448,100017,-56.57804,798.31195,709.55322,105973,-57.90288,768.85675,821.41461,106904,-36.0176,777.64673,825.21594,106909,-34.65124,767.59222,849.02441,105974,-57.52898,760.60992,844.64203,100019,-42.81228,786.14069,777.66016,105972,-41.16819,774.909,799.21954
1212,0.083,0.348,0.714,0.0,100015,-58.39959,794.15881,686.28436,106888,-34.23365,791.3183,685.73132,106789,-32.38676,795.6402,710.2179,100017,-56.51706,798.3017,709.54639,105973,-57.84124,768.83911,821.38135,106904,-35.97935,777.63287,825.21277,106909,-34.5704,767.56268,848.98651,105974,-57.61232,760.40424,844.61127,100019,-42.76622,786.11627,777.6391,105972,-41.10235,774.8739,799.21478
1213,0.082,0.345,0.462,0.0,100015,-58.34318,794.16882,686.29449,106888,-34.18442,791.29779,685.74243,106789,-32.35633,795.62512,710.21844,100017,-56.49009,798.27557,709.54492,105973,-57.81292,768.78601,821.36169,106904,-35.97454,777.60748,825.21075,106909,-34.57405,767.53967,848.9939,105974,-57.43093,760.54022,844.60059,100019,-42.71437,786.09406,777.63025,105972,-41.0663,774.84393,799.20166
1214,0.083,0.348,0.467,0.0,100015,-58.3194,794.18304,686.30933,106888,-34.15155,791.27789,685.73187,106789,-32.32148,795.60925,710.20569,100017,-56.4593,798.26556,709.55664,105973,-57.79887,768.7677,821.36633,106904,-35.96398,777.61267,825.21722,106909,-35.26355,768.13068,849.33569,105974,-57.55811,760.34607,844.58862,100019,-42.69021,786.08276,777.61029,105972,-41.03769,774.8028,799.18561
1215,0.082,0.347,0.679,0.0,100015,-58.29425,794.19141,686.30182,106888,-34.13478,791.26617,685.71332,106789,-32.31157,795.60077,710.2204,100017,-56.4374,798.27606,709.55878,105973,-57.77568,768.76324,821.3512,106904,-35.96808,777.59509,825.19922,106909,-35.25059,768.10876,849.31061,105974,-57.41235,760.50592,844.58423,100019,-42.67495,786.07648,777.60321,105972,-41.02394,774.78662,799.19324
1216,0.082,0.347,0.679,0.0,100015,-58.29673,794.16656,686.28772,106888,-34.12741,791.27759,685.72089,106789,-32.3029,795.60437,710.20526,100017,-56.43091,798.26508,709.54175,105973,-57.7761,768.71057,821.32642,106904,-35.96189,777.58026,825.21313,106909,-35.24533,768.08759,849.3125,105974,-57.3988,760.48572,844.57007,100019,-42.67853,786.05762,777.61011,105972,-41.00695,774.76764,799.17139
1217,0.083,0.348,0.467,0.0,100015,-58.3196,794.15662,686.28864,106888,-34.14339,791.26917,685.70471,106789,-32.29998,795.61334,710.20728,100017,-56.44125,798.25226,709.54254,105973,-57.78706,768.70166,821.33301,106904,-35.98973,777.53046,825.19366,106909,-35.2533,768.06769,849.31842,105974,-57.39993,760.45068,844.56421,100019,-42.6866,786.03912,777.59564,105972,-41.01104,774.73889,799.17236
1218,0.082,0.347,0.465,0.0,100015,-58.31802,794.09229,686.2439,106888,-34.14337,791.25763,685.69049,106789,-32.31814,795.60925,710.19897,100017,-56.43391,798.24377,709.54333,105973,-57.81401,768.67206,821.30847,106904,-36.0029,777.51294,825.18878,106909,-35.29832,768.03235,849.31329,105974,-57.43267,760.42072,844.5484,100019,-42.71641,786.00928,777.58502,105972,-41.04494,774.72394,799.16455
1219,0.082,0.345,0.467,0.0,100015,-58.3215,794.10358,686.24127,106888,-34.14424,791.25781,685.685,106789,-32.31163,795.62421,710.20117,100017,-56.44349,798.2627,709.52667,105973,-57.83574,768.62897,821.28009,106904,-36.03503,777.47095,825.18567,106909,-35.32855,768.01453,849.32062,105974,-57.59191,760.18506,844.49774,100019,-42.71381,786.0011,777.58154,105972,-41.07397,774.69482,799.14954
1220,0.082,0.345,0.467,0.0,100015,-58.28953,794.12347,686.24414,106888,-34.12256,791.29419,685.68597,106789,-32.3015,795.62976,710.18463,100017,-56.43951,798.27234,709.52637,105973,-57.84478,768.60052,821.24731,106904,-36.04476,777.4726,825.19452,106909,-35.35516,767.99554,849.3158,105974,-57.60284,760.13513,844.46899,100019,-42.6799,786.00818,777.57404,105972,-41.04048,774.68872,799.14233
1221,0.082,0.347,0.466,0.0,100015,-58.26188,794.29303,686.32861,106888,-34.11248,791.29907,685.65875,106789,-32.29652,795.64758,710.17102,100017,-56.42428,798.30408,709.50391,105973,-57.81124,768.59583,821.242,106904,-36.03831,777.50861,825.18164,106909,-35.33219,767.99463,849.28473,105974,-57.59309,760.13873,844.45447,100019,-42.68034,785.99774,777.54333,105972,-41.03349,774.70056,799.12628
1222,0.082,0.345,0.463,0.0,100015,-58.23324,794.26239,686.30182,106888,-34.08974,791.315,685.64636,106789,-32.2828,795.65479,710.14917,100017,-56.38522,798.31415,709.49103,105973,-57.7893,768.63257,821.21411,106904,-36.00541,777.50183,825.15869,106909,-35.28205,768.01178,849.25232,105974,-57.55967,760.16437,844.4353,100019,-42.66548,786.02075,777.52209,105972,-41.00801,774.70172,799.09882
1223,0.083,0.363,0.465,0.0,100015,-58.25182,794.16907,686.21521,106888,-34.06906,791.31049,685.62122,106789,-32.24757,795.6684,710.14105,100017,-56.37032,798.32581,709.46606,105973,-57.74169,768.65106,821.21429,106904,-35.97039,777.50861,825.14679,106909,-35.21375,768.01483,849.22217,105974,-57.519,760.16986,844.42584,100019,-42.63675,786.0163,777.50061,105972,-40.96856,774.69458,799.08569
1224,0.082,0.345,0.462,0.0,100015,-58.20966,794.32733,686.3042,106888,-34.037,791.31189,685.61444,106789,-32.23193,795.66589,710.13873,100017,-56.34989,798.32849,709.46643,105973,-57.69601,768.66077,821.21234,106904,-35.95967,777.50897,825.13177,106909,-35.19466,768.00104,849.21442,105974,-57.34514,760.37024,844.4566,100019,-42.60899,786.01947,777.48193,105972,-40.92892,774.68213,799.07825
