display_idx,frame_idx,tip_lt_z,tip_lt_residual_z,tip_lt_down_score,tip_rt_z,tip_rt_residual_z,tip_rt_down_score,tip_rb_z,tip_rb_residual_z,tip_rb_down_score,tip_lb_z,tip_lb_residual_z,tip_lb_down_score,consensus_down,consensus_down_smooth,active_points,is_click
923,923,769.75751,0.1271386274509041,0.0,778.7179,0.2653608235294769,0.0,767.53186,0.009149254902126813,0.0,758.20435,-0.07021035294121702,0.3195545795921381,0.3195545795921381,1.0158485915467743,0,0
924,924,768.85559,0.4418230588235019,0.0,776.76495,0.2868341960784164,0.0,767.43628,-0.041135764705813926,0.10561143320217162,757.9693,-0.24917596078410043,1.134096554955305,1.2397079881574766,0.9786578532250397,1,0
925,925,769.00757,0.3630613725489411,0.0,777.18365,0.2273019607845299,0.0,768.22406,-0.21205752941159517,0.544433773448362,759.07086,-0.18286227450971637,0.8322772184771425,1.3767109919255045,1.3496079375164092,2,0
926,926,768.94238,0.1963926274509049,0.0,777.08319,-0.03667592156853061,0.12727477865424466,767.17212,-0.11761317647051328,0.301958556485891,758.90479,-0.22040999999978794,1.0031714973261108,1.4324048324662464,1.36430001481596,1,0
927,927,768.94745,0.20555729411762513,0.0,776.93951,0.10741364705904743,0.0,766.72906,0.04969160784332871,0.0,758.75452,-0.2820643137255274,1.2837842200561294,1.2837842200561294,1.6050727679299832,1,0
928,928,768.93988,0.1328488627450497,0.0,777.38934,0.051477764705964546,0.0,767.91412,-0.0857183921568776,0.2200722974816643,758.06018,-0.4128316078431453,1.8789569537859097,2.099029251267574,1.7092980741208332,1,0
929,929,768.90918,0.07603576470592088,0.0,777.47699,0.030681254902106048,0.0,768.18085,-0.023310588235403884,0.05984730440610326,757.77155,-0.37026800000001003,1.6852334466326928,1.745080751038796,1.9631027627341404,1,0
930,930,768.65277,0.0222343529412683,0.0,776.8988,0.012581529411818337,0.0,767.45386,0.12688631372543568,0.0,758.52405,-0.44935701960775987,2.0451982858960513,2.0451982858960513,2.249447888069228,1,0
931,931,768.66449,-0.05805552941183123,0.29833249393514755,776.97223,-0.06757199999981367,0.23449203115812708,767.39111,0.07315803921562747,0.0,758.98071,-0.5328572156861355,2.425240102179562,2.9580646272728366,2.904799866423975,1,0
932,932,768.68329,-0.16041388235282739,0.8243258492167942,776.84338,-0.16141325490195868,0.5601450600531163,767.38757,-0.06192419607850752,0.15898338451987393,758.22162,-0.47626839215706696,2.167682392313252,3.7111366861030364,3.560149750106276,3,0
933,933,768.54901,-0.12225901960778174,0.6282577834562398,776.98199,-0.1241699999999355,0.4309014903949832,767.55231,-0.05124545098044564,0.13156691170910878,757.49963,-0.6197058039215335,2.820521751382624,4.011247936942956,4.329537435576637,3,0
934,934,768.40625,-0.10623419607838969,0.5459103203148583,777.00922,-0.1902556078429143,0.6602353626122075,767.41333,-0.07323599999995167,0.18802516441115222,757.91315,-0.8507419215686696,3.8720568363457017,5.26622768368392,4.735706252402303,3,0
935,935,768.85541,-0.28583482352928513,1.4688319376453114,777.09918,-0.14010145098029625,0.48618767845647654,767.42004,-0.05339549019606693,0.13708689473668928,757.66486,-0.6234441960782533,2.837536625741557,4.929643136580034,4.583180566579455,3,0
936,936,768.76007,-0.49356745098032206,2.536316696582659,776.6601,-0.1405481568625646,0.48773786151549037,767.20007,0.09477486274511193,0.0,757.68665,-0.1163636862745534,0.5296163213762618,3.5536708794744114,3.6608940561365544,3,0
937,937,767.80133,-0.3867536470588675,1.98742792003671,777.13684,-0.14752239215670215,0.5119402323185082,767.45245,0.09755309803927048,0.0,759.27899,0.2873884705883256,0.0,2.4993681523552183,2.946741164925985,2,0
938,938,767.47339,-0.4177103529411852,2.146506501585337,776.96503,-0.18461988235287663,0.6406779613629888,768.2486,0.07593176470595608,0.0,759.95276,0.23404584313743726,0.0,2.787184462948326,2.7413222831393522,2,0
939,939,768.75342,-0.4487283529412025,2.305900057903501,776.94659,-0.18197921568616948,0.6315141762110112,767.38458,0.5099766666666028,0.0,759.9101,0.07567568627462151,0.0,2.937414234114512,2.8137726613720604,2,0
940,940,768.65765,-0.24935670588217818,1.281380235422037,776.89972,-0.16485454901953744,0.572087226149218,767.284,0.41412439215685026,0.0,757.56384,-0.18966780392133842,0.8632518254820893,2.716719287053344,2.746645033979534,3,0
941,941,768.54553,-0.02736274509800296,0.1406101377198942,776.62347,-0.18514890196058786,0.6425137939909268,769.59637,0.21636149019605,0.0,757.11951,-0.3960720392155963,1.8026776490599252,2.585801580770746,2.8202434359887976,2,0
942,942,768.75,-0.018889960784235882,0.09707066955020757,777.17908,-0.11208078431354807,0.3889488363161118,767.40527,-0.0075764313725130705,0.019451632454906356,757.9657,-0.5828415686273729,2.6527383018210764,3.158209440142302,2.5554408922368412,2,0
943,943,768.5368,0.014000784313680015,0.0,776.83197,-0.08421980392154182,0.2922641461752796,767.69946,-0.018677529411661453,0.04795244877415606,758.92853,-0.3476071372548404,1.5820950608480406,1.9223116557974764,2.2263735786584227,1,0
944,944,768.86108,0.01094768627456233,0.0,777.35876,-0.06758878431355697,0.23455027699695488,766.56781,-0.5312986666666575,1.364049363038535,758.96082,0.03868972549037153,0.0,1.59859964003549,1.8087526978449444,1,0
945,945,768.83929,0.005072274509984709,0.0,777.09167,-0.10991435294113217,0.3814307682866929,767.16357,-0.5935669019606848,1.5239160294151741,758.93207,0.1934625490197277,0.0,1.905346797701867,1.9936275322879111,2,0
946,946,768.54614,-0.03161545098032548,0.16246370386078607,776.75598,-0.1417270588235624,0.49182895124750114,767.15558,-0.709921568627351,1.82264350401809,758.95636,0.13893815686276412,0.0,2.476936159126377,2.5528243218220656,2,0
947,947,768.84082,-0.14629749019604787,0.7517853260286559,777.01996,-0.2857320784312378,0.9915630059574823,767.15637,-0.5970434509804363,1.532841676651815,758.60327,0.07822352941184363,0.0,3.276190008637953,3.295928445854533,3,0
948,948,768.52338,-0.20279074509801376,1.0420896914554367,776.69373,-0.33664678431364337,1.1682499887050233,767.16077,-0.621307764705989,1.5951375636141536,758.57056,-0.07232560784314046,0.3291819260246546,4.134659169799268,3.7247424315680298,3,0
949,949,768.52576,-0.1194540784314313,0.6138439092747484,776.68268,-0.22918752941166076,0.7953390352217119,767.15613,-0.624390196078366,1.6030513582722132,758.60034,-0.16503619607840392,0.7511438134981959,3.7633781162668694,3.8517170997554606,4,0
950,950,768.52496,-0.09660733333316784,0.49644033871878834,776.82812,-0.20815313725483975,0.7223443430260815,767.12677,-0.6338692549020379,1.6273877719729215,758.22534,-0.17817454901955898,0.8109415594824531,3.6571140132002444,3.4830816529914217,4,0
951,951,768.90454,-0.02803964705879025,0.1440885634987505,777.16229,-0.16523611764705493,0.573411366362517,767.17181,-0.6161953333332804,1.5820119730658588,758.67371,-0.1602238431372598,0.7292409265800257,3.0287528295071517,3.148782232241846,3,0
952,952,768.97589,0.021907490196213075,0.0,777.16888,-0.1245961568625944,0.4323803631280255,767.20416,-0.6174118823529398,1.5851353253712255,758.68359,-0.16323901960765852,0.7429641655188908,2.7604798540181417,2.6177105759578287,3,0
953,953,769.00189,0.11307282352947823,0.0,777.21832,-0.04889623529402343,0.16968237628178642,767.22217,-0.621726509803807,1.5962126443922358,758.69049,-0.06547541176462346,0.2980040236741716,2.0638990443481937,2.275686540450862,1,0
954,954,769.00488,0.14022450980394296,0.0,777.22052,-0.028827529411728392,0.10003886114138222,767.22986,-0.5968331764705681,1.5323018205798085,758.69977,-0.08136858823513649,0.3703400412650613,2.002680722986252,2.1047652955123115,2,0
955,955,769.02527,0.13166603921581554,0.0,777.2467,-0.049221137254903624,0.17080986874514795,767.26709,-0.5903334117646182,1.5156144082761482,758.72156,-0.12332321568624138,0.5612918421811929,2.2477161192024893,2.172064235948276,2,0
956,956,769.07172,0.13497721568626275,0.0,777.27356,-0.05785643137255647,0.20077653625982603,767.29651,-0.5705317254901274,1.4647758136316888,758.7085,-0.1318814117647662,0.6002435157645714,2.265795865656086,2.212110629773176,2,0
957,957,769.09283,0.12948800000003757,0.0,777.35626,-0.013130549019592763,0.045566345673269275,767.3241,-0.5421770980391329,1.3919785078217903,758.75006,-0.1505639607842113,0.6852750509658927,2.122819904460952,2.0566554545224696,2,0
958,958,769.11749,0.11987607843138903,0.0,777.43817,0.06990760784310623,0.0,767.36945,-0.5438387450980144,1.396244599108039,758.7348,-0.0846128627449616,0.38510599434233245,1.7813505934503715,1.8757489733967359,2,0
959,959,769.10638,-0.006331882353038054,0.03253792141461084,777.49792,0.03265599999997448,0.0,767.41449,-0.5775207843136059,1.4827194333592084,758.73492,-0.04566058823525054,0.20781906750506493,1.7230764222788841,2.4960962311994255,1,0
960,960,769.08228,-0.43643698039215906,2.2427378429759623,777.72748,-0.045116901960795985,0.15656712810599524,767.32172,-0.6171865098036733,1.5845567067870645,759.11554,0.1038376078431611,0.0,3.983861677869022,3.568275909243036,2,0
961,961,768.55554,-0.5710707450980408,2.934586271532332,777.14905,-0.11998137254897756,0.41636588750114367,767.21234,-0.6414838823527589,1.6469374685477267,759.05798,0.2413836078433178,0.0,4.997889627581202,4.556236924303289,3,0
962,962,767.04163,-0.672715254902073,3.456911369793734,776.99957,-0.23599450980384518,0.8189609889632212,767.17749,-0.16011886274486642,0.41108710870268844,759.66675,0.5025246274510664,0.0,4.686959467459644,5.015703159113021,3,0
963,963,768.50018,-0.7744167058821176,3.979529074172409,777.08618,-0.3984524313724478,1.382731308125809,767.29797,0.7613253725490949,0.0,759.61658,0.28712486274514504,0.0,5.362260382298218,5.172392531543475,2,0
964,964,768.64923,-0.768511450980327,3.9491834819433436,776.98212,-0.437655019607746,1.5187742629292205,769.88922,1.7250884313727965,0.0,760.22583,0.0832046274510958,0.0,5.467957744872564,4.875074720934942,2,0
965,965,768.72131,-0.24781427450966476,1.2734540757134327,776.94946,-0.3576529803920039,1.241146833334962,771.9657,2.3880202352942206,0.0,758.0708,-0.2813218823528132,1.28040512658565,3.7950060356340445,4.196822793913659,3,0
966,966,768.76813,-0.15432925490176785,0.79305850740575,777.00354,-0.2981724313723362,1.0347341956438934,771.99512,2.4012599999999793,0.0,758.01117,-0.3295064705881714,1.4997118981847286,3.327504601234372,3.813785823219328,3,0
967,967,769.70636,-0.10543980392151298,0.5418281425150078,777.45404,-0.2657753725487737,0.9223081593106868,770.5451,2.19743239215677,0.0,757.82379,-0.6272175294117233,2.8547105309638754,4.3188468327895695,3.663233594470456,3,0
968,968,769.03986,-0.04286850980372492,0.2202902905304016,777.41772,-0.2094268235293839,0.7267643584404087,767.42816,1.3662871764705642,0.0,759.58356,-0.5264975294115857,2.3962947004166173,3.3433493493874273,3.205120760211171,2,0
969,969,768.97699,0.016248862745214865,0.0,777.20337,-0.16265513725477376,0.5644547077677295,768.70123,0.5012838823529364,0.0,758.96326,-0.3051181960784106,1.3887113906887871,1.9531660984565167,2.002430017400568,2,0
970,970,769.08099,0.03186694117653133,0.0,777.23639,-0.15436129411762067,0.5356729620247697,767.83887,-0.06820227450964467,0.1751016423329911,758.81665,0.0010893725491314399,0.0,0.7107746043577607,1.3464991578918677,1,0
971,971,769.12866,0.015069137254954512,0.0,777.27667,-0.21049443137246726,0.730469229268646,767.67218,0.13093956862769573,0.0,759.27075,-0.14173423529405227,0.6450875415926797,1.3755567708613257,0.9604237200322312,2,0
972,972,769.85217,0.03092356862748602,0.0,777.48572,-0.19182690196078056,0.665688152958006,767.80408,-0.05034364705863936,0.12925163191960146,759.38507,0.04137007843155516,0.0,0.7949397848776074,0.96634167607209,1,0
973,973,769.03052,0.012655058823497711,0.0,777.18182,-0.20993517647048066,0.7285284724773369,768.48083,0.05129713725500551,0.0,759.03894,0.15486074509817627,0.0,0.7285284724773369,0.5078227524516481,1,0
974,974,769.16302,0.23896803921570609,0.0,777.38184,0.3606316078432883,0.0,767.85461,0.06628337254903727,0.0,760.04956,0.1252439215686536,0.0,0.0,0.2428428241591123,0,0
975,975,769.06812,0.5001391372549051,0.0,777.21118,0.9426596470588038,0.0,768.40717,0.09121329411777879,0.0,759.45862,0.22299815686290003,0.0,0.0,0.0,0,0
976,976,770.39142,0.5493927058823829,0.0,780.3457,0.9578543921568325,0.0,767.94897,0.0532056078432106,0.0,759.37866,0.13048082352952406,0.0,0.0,0.11665660401662893,0,0
977,977,771.2821,0.5505456862745177,0.0,780.49652,0.969352431372613,0.0,767.98621,0.04049576470595184,0.0,760.07275,-0.076892980392131,0.3499698120498868,0.3499698120498868,0.11665660401662893,0,0
978,978,769.40118,0.8272609019609263,0.0,777.34833,1.6003679607844106,0.0,768.38037,0.14923470588246346,0.0,758.83002,0.1064803921570956,0.0,0.0,0.11665660401662893,0,0
979,979,769.26038,0.6706197254901554,0.0,777.50079,1.44021980392165,0.0,767.9165,0.13158847058832635,0.0,759.22559,0.06968556862761943,0.0,0.0,0.0,0,0
980,980,770.53845,0.39925105882355183,0.0,780.42834,0.8374640000000682,0.0,769.07275,0.08254411764710312,0.0,760.58923,0.06942792156871747,0.0,0.0,0.0036870699750722606,0,0
981,981,769.66302,0.45371996078438315,0.0,779.58167,0.8589103137254597,0.0,767.94623,-0.0043083529410523624,0.011061209925216782,759.41248,0.03476807843151164,0.0,0.011061209925216782,0.06264343382234575,0,0
982,982,769.97974,0.529947215686434,0.0,777.52069,0.8703753333334134,0.0,767.82825,0.07233854901971881,0.0,760.29205,-0.03886047058813347,0.17686909154182046,0.17686909154182046,0.6267610384489943,0,0
983,983,769.755,0.29116905882358424,0.0,777.51239,0.24297929411773111,0.0,768.02954,-0.1762178823529439,0.452419524572877,758.87671,-0.27242968627433584,1.239933289307069,1.692352813879946,1.450005608964311,2,0
984,984,769.72058,0.22886925490195154,0.0,777.61182,-0.21608207843132732,0.7498597861299264,768.41156,-0.19426737254889304,0.4987595535426877,759.07776,-0.2707252156862978,1.2321755817985527,2.480794921471167,2.578579848729299,3,0
985,985,769.41937,0.07259109803931096,0.0,777.3374,-0.26563239215681733,0.9218119809746049,767.94086,-0.20371854901952702,0.5230243824488396,759.63898,-0.4652987843136316,2.1177554474133387,3.5625918108367833,3.1445935419289617,3,0
986,986,769.42517,-0.03327180392147966,0.17097527732807827,777.32697,-0.27898709803912425,0.9681562079897913,767.93011,-0.25168090196075354,0.6461623104804877,759.64417,-0.3526616470587669,1.6051000976805772,3.3903938934789344,3.6296216742234506,3,0
987,987,769.28101,-0.13469843137238513,0.6921807339902859,777.31561,-0.31889517647050525,1.1066473932591065,767.8927,-0.36743568627446166,0.9433496548463295,759.57574,-0.26227196078423276,1.1937015362589127,3.9358793183546346,3.8675150997164964,4,0
988,988,769.30621,-0.19792631372524738,1.0170926247209455,777.48639,-0.3078397647059319,1.0682823018015293,767.82739,-0.381194823529313,0.978674686859284,759.60803,-0.2663412549018176,1.2122224739341625,4.276272087315921,4.278729155986111,4,0
989,989,769.34064,-0.22982070588238912,1.1809897358348198,777.48016,-0.34415290196079695,1.1942981265905048,767.88104,-0.3874540392156405,0.9947445167039966,759.67523,-0.27552113725460003,1.254003683158459,4.62403606228778,4.572541827225751,4,0
990,990,769.37811,-0.2297859607843975,1.1808111896766698,777.50208,-0.38382815686259164,1.3319813549789485,767.92468,-0.3477509803921066,0.8928113941559939,759.70276,-0.31017203921555847,1.4117133932619406,4.817317332073554,4.669976539047601,4,0
991,991,769.39465,-0.266924235294141,1.371655268908888,777.24792,-0.45707933333324036,1.5861815733441322,767.93671,-0.28899129411752256,0.7419525314036086,759.68445,-0.19088392156857026,0.8687868491248435,4.568576222781473,4.606977134238228,4,0
992,992,769.39532,-0.31477058823531934,1.6175254201805438,777.22797,-0.5275670588233652,1.8307919137505348,767.87408,-0.24359482352929263,0.625402216721709,759.42456,-0.07938639215683452,0.3613182972068696,4.4350378478596575,4.710049271317869,4,0
993,993,769.2276,-0.2808064313724117,1.4429923184420752,777.23199,-0.5886128235293882,2.04263624808363,767.70001,-0.2489047450981161,0.6390348410593164,760.43665,-0.22012411764694662,1.0018703357274574,5.126533743312479,4.571039815340152,4,0
994,994,769.19922,-0.2528042352939792,1.2990962059378062,777.23254,-0.5422390588233839,1.8817074864902186,767.72064,-0.2995123529412922,0.7689641625019755,760.4859,-0.04433372549010528,0.201779999918318,4.151547854848318,4.293696249335824,3,0
995,995,769.55182,-0.21956482352925377,1.128287383605597,777.25891,-0.48179098039213386,1.6719372755894213,767.6532,-0.3126846274510626,0.8027824906516566,759.26929,0.1722997647059401,0.0,3.6030071498466754,3.6910286149372165,3,0
996,996,769.60071,-0.14890505882340221,0.7651849532405152,777.54828,-0.4061223529411109,1.4093478872926872,767.74457,-0.3077838823530783,0.7902003807223015,760.66095,-0.077733999999964,0.35379761886115335,3.318530840116657,2.473507608513975,4,0
997,997,769.63507,-0.027657215686190284,0.14212334663994877,777.62433,-0.08762572549017023,0.3040835605273064,767.7655,-0.02055705882366965,0.052777928411338194,760.6983,0.03355443137263592,0.0,0.4989848355785934,1.2849952199873649,0,0
998,998,769.64124,0.023144941176497014,0.0,777.68634,-0.004788862745044753,0.016618572071658747,767.76935,-0.008121647058828785,0.020851412195185985,759.36334,0.27999215686281786,0.0,0.03746998426684473,0.1788182732818127,0,0
999,999,769.86157,0.05202160784313037,0.0,778.89893,0.028904313725661268,0.0,769.21973,0.058637372549128486,0.0,761.1817,0.27882721568630586,0.0,0.0,0.01248999475561491,0,0
1000,1000,769.79132,0.08572529411765117,0.0,777.70941,0.060177450980290814,0.0,767.74243,0.19149419607856544,0.0,760.62921,0.2975779215687453,0.0,0.0,0.0,0,0
1001,1001,769.79376,0.12653741176472977,0.0,777.75159,0.08225992156872053,0.0,768.04047,0.33100258823526474,0.0,760.81274,0.5782786274511409,0.0,0.0,0.13774179176731577,0,0
1002,1002,769.83881,0.08620717647056608,0.0,777.78918,-0.119076392156785,0.4132253753019473,768.45129,0.09951729411773158,0.0,760.84528,0.504860352941364,0.0,0.4132253753019473,0.22698398830809663,1,0
1003,1003,769.86078,0.08363105882358468,0.0,777.80212,-0.07714898039205309,0.2677265896223426,768.44739,0.1695553333332782,0.0,760.86377,0.5624150980390823,0.0,0.2677265896223426,0.3048568602260462,0,0
1004,1004,769.56091,0.08996050980397285,0.0,777.59277,-0.06732031372541769,0.2336186157538487,768.09418,0.19210878431385936,0.0,760.91199,0.5613504313724889,0.0,0.2336186157538487,0.24180927806025862,0,0
1005,1005,769.56061,0.0891966274510878,0.0,777.6076,-0.06457239215660593,0.22408262880458463,768.11993,0.18755933333329722,0.0,760.94977,0.5588077254901691,0.0,0.22408262880458463,0.15862873140321881,0,0
1006,1006,769.85632,0.10455650980406972,0.0,777.82635,-0.005240235293967999,0.018184949651223133,768.1181,0.2094280000001163,0.0,760.96545,0.5817711372548047,0.0,0.018184949651223133,0.08075585948526924,0,0
1007,1007,769.87817,0.16900180392178754,0.0,777.82135,0.08347364705900873,0.0,768.43713,0.21018847058826395,0.0,760.95569,0.583705921568594,0.0,0.0,0.0060616498837410444,0,0
1008,1008,769.8559,0.24852400000008856,0.0,777.82587,0.1382739215687252,0.0,768.4552,0.28869772549035133,0.0,760.96954,0.6623247058823836,0.0,0.0,0.0,0,0
1009,1009,769.86871,0.25511600000004364,0.0,777.85236,0.19689086274524925,0.0,768.12555,0.19066858823521216,0.0,761.01111,0.6011606274508949,0.0,0.0,0.0,0,0
1010,1010,769.94952,0.24302105882361502,0.0,777.93317,0.202064117647069,0.0,768.55389,0.0358011372547935,0.0,761.35181,0.4970508627451409,0.0,0.0,0.11765123713514067,0,0
1011,1011,769.90363,0.24812556862764268,0.0,778.14337,0.2560965098040242,0.0,767.70587,-0.1374758431373948,0.35295371140542203,760.83051,0.3987581176470485,0.0,0.35295371140542203,0.3262005306125634,1,0
1012,1012,769.85291,0.2434774509804356,0.0,777.84143,0.2920448627451151,0.0,767.70453,-0.2436905098038551,0.6256478804322682,760.5423,0.2861020392156206,0.0,0.6256478804322682,0.7061527844750228,1,0
1013,1013,769.8454,0.21786607843137062,0.0,778.11548,0.30546019607845665,0.0,767.71417,-0.4439754117646544,1.1398567615873783,760.52484,0.0899107843137017,0.0,1.1398567615873783,0.991222106019945,1,0
1014,1014,769.81549,0.20022611764704834,0.0,778.13184,0.2742653725490527,0.0,767.68451,-0.4681596862743618,1.20194715689645,760.49561,-0.001365411764709279,0.0062145191437385445,1.2081616760401885,1.1600753948919647,1,0
1015,1015,769.81342,0.1823861176471837,0.0,778.11163,0.3000346274510548,0.0,767.67444,-0.41740227450964085,1.0716332307924505,760.45099,-0.013309019607845585,0.06057451625587709,1.1322077470483276,1.1228202409789976,1,0
1016,1016,769.81354,0.14721976470593745,0.0,778.09039,0.28973192156854566,0.0,767.66968,-0.36658780392144763,0.9411728125989801,760.43903,-0.01909713725490292,0.08691848724949706,1.0280912998484772,1.0183580018730134,1,0
1017,1017,769.76581,0.1264231764705528,0.0,778.07269,0.27071168627458064,0.0,768.04382,-0.3101326666665045,0.7962306193576528,760.59363,-0.021651490196063605,0.09854433936458253,0.8947749587222353,0.8149875857011212,1,0
1018,1018,769.74603,0.09441811764713748,0.0,778.08704,0.268976431372721,0.0,768.04681,-0.203357137254784,0.5220964985326512,760.58002,0.043197372549002466,0.0,0.5220964985326512,0.5533467571573724,1,0
1019,1019,769.71356,0.06780039215686884,0.0,778.11633,0.23975709803926293,0.0,768.04932,-0.09471450980390728,0.2431688142172307,760.57855,0.07130356862751341,0.0,0.2431688142172307,0.31455093596396533,0,0
1020,1020,769.72723,0.06137188235288704,0.0,778.16339,0.22599270588261788,0.0,768.2655,-0.06948211764699863,0.1783874951420143,760.9071,0.08284011764703791,0.0,0.1783874951420143,0.22064836545818378,0,0
1021,1021,769.69647,0.05989121568632072,0.0,778.01166,0.16744172549033465,0.0,768.2962,-0.09363168627442064,0.24038878701530647,760.62061,0.07238956862738632,0.0,0.24038878701530647,0.23669252143129296,0,0
1022,1022,769.70099,0.029141843137267642,0.0,778.03052,0.04551937254927907,0.0,768.31433,-0.1134621568626244,0.29130128213655815,760.6922,0.0812288235295,0.0,0.29130128213655815,0.46356005911673365,0,0
1023,1023,769.70416,-0.005079333333242175,0.026101392859320862,777.85614,-0.10670458823517492,0.3702920681528851,768.08002,-0.1801818823528265,0.4625966471861304,760.68793,0.013764588235403608,0.0,0.8589901081983364,1.122429201515058,2,0
1024,1024,769.52692,-0.09218937254911452,0.47373756997018907,777.53723,-0.2674066666666022,0.9279691649211018,768.0943,-0.22626698039221083,0.5809149351287409,760.64661,-0.05149517647043922,0.23437454419024784,2.2169962142102797,2.1046988920234204,3,0
1025,1025,769.52228,-0.1439509803922192,0.7397272132371322,777.46838,-0.4031294117644393,1.3989616199681083,768.07397,-0.2336550980390939,0.5998830933466262,760.59247,-0.10975517647045763,0.49953842710977925,3.238110353661646,3.3177473691957435,4,0
1026,1026,769.22601,-0.26060576470604246,1.3391862671186956,777.26593,-0.520896392156601,1.807643003316144,768.20825,-0.22438039215683148,0.576071332759229,760.44727,-0.17032933333325673,0.7752349365212368,4.498135539715305,4.0782940279604,4,0
1027,1027,769.38153,-0.20993784313725428,1.0788167974528735,777.29102,-0.5155772156862213,1.7891841076991533,768.27411,-0.26030560784306545,0.6683052694285542,760.37195,-0.21143658823530131,0.962330015923668,4.498636190504249,4.431594027054925,4,0
1028,1028,769.06024,-0.16056223529415092,0.8250881969796352,777.31976,-0.4819462352940036,1.672476049597691,768.26477,-0.2874772941175934,0.7380655072774227,760.40717,-0.2334190196079362,1.0623805970904745,4.298010350945223,4.131236659524587,4,0
1029,1029,769.71649,-0.05076376470594823,0.2608619829961664,777.60962,-0.4212408627449804,1.4618129626493912,768.02197,-0.3347643137254863,0.8594695931954591,760.44196,-0.22299105882359527,1.0149188982832729,3.5970634371242896,3.733891332482771,3,0
1030,1030,769.70081,-0.015960078431476177,0.08201475466852792,777.68878,-0.3571774901960225,1.239496761384276,768.00409,-0.36398662745102683,0.9344945855861229,760.48145,-0.23082937254889657,1.0505941077398757,3.3066002093788027,3.2507488374706925,3,0
1031,1031,769.70532,0.159219529411871,0.0,777.64465,-0.23093992156861987,0.8014202818367603,768.03711,-0.38534701960793427,0.989334981664443,760.49695,-0.2324186666666037,1.0578276024077828,2.8485828659089862,2.794910567278053,3,0
1032,1032,769.51587,0.2126833725490087,0.0,777.70508,-0.21264360784300607,0.7379274183986892,768.22742,-0.2422165882352374,0.6218637531551275,760.32483,-0.19109717647052094,0.8697574549925546,2.2295486265463715,2.4576461569175234,3,0
1033,1033,769.89099,0.2991898823530619,0.0,778.04669,-0.27573784313710803,0.956880466828861,768.25067,-0.08541015686262199,0.21928093815182967,760.3833,-0.24578117647047293,1.1186455733165221,2.2948069782972125,2.380529014687924,2,0
1034,1034,769.90137,0.1574929019608362,0.0,777.75653,-0.3427097254900673,1.189289937074996,768.82428,0.1416416862746246,0.0,760.61969,-0.31373756862751634,1.4279415021451922,2.6172314392201885,2.4598959645689087,2,0
1035,1035,770.07977,0.08747215686287291,0.0,777.5528,-0.2598510196077086,0.901749147375983,768.83728,0.2495286666667198,0.0,760.17078,-0.3440489411764247,1.5659003288133435,2.4676494761893264,2.4482037229031244,2,0
1036,1036,769.05194,-0.03101419607844491,0.15937400893963,777.53577,-0.17382815686278263,0.6032279283629288,769.21948,0.41768384313718343,0.0,760.11597,-0.32893882352937,1.4971283159973001,2.2597302532998587,2.4415510430930496,2,0
1037,1037,769.11938,-0.1433980784314599,0.7368859916941358,778.3443,-0.00485423529403306,0.0168454314482392,768.84845,0.3553827450980407,0.0,760.13153,-0.40505047058809396,1.8435419766475885,2.5972733997899633,2.5205874878584513,2,0
1038,1038,769.19897,-0.273648705882124,1.406210600696073,778.45172,0.19183352941172416,0.0,769.13684,0.3096850588235611,0.0,760.39313,-0.2853081568628113,1.2985482097894592,2.704758810485532,2.1495668399307597,2,0
1039,1039,769.28693,-0.040817999999831045,0.2097532459141232,778.53693,0.2304194509805484,0.0,768.69165,0.18140698039223935,0.0,760.27002,-0.2058525882353024,0.9369150636026602,1.1466683095167833,1.443802714101037,1,0
1040,1040,769.36206,0.029273803921569197,0.0,778.52478,0.1721786666666958,0.0,768.75317,0.15477917647069717,0.0,760.80792,-0.10545815686270998,0.4799810223007959,0.4799810223007959,0.5934946454559146,1,0
1041,1041,770.15802,0.2328972156863074,0.0,777.73743,0.05852866666668888,0.0,768.72607,0.005951725490263016,0.0,760.56079,-0.0337994901960883,0.15383460455016434,0.15383460455016434,0.3210657645565111,0,0
1042,1042,769.41559,0.269839215686261,0.0,778.05975,-0.05705741176450374,0.19800373493933865,768.77856,-0.0511718431372401,0.1313779318792344,760.66071,0.07533082352927067,0.0,0.32938166681857306,0.4541549444959473,0,0
1043,1043,770.14844,0.18709000000001197,0.0,777.84442,-0.2533671764704195,0.8792485621191044,768.45734,0.016543921568768383,0.0,760.76959,0.09032054901967967,0.0,0.8792485621191044,0.6515094938335956,1,0
1044,1044,769.39099,0.009640745098067782,0.0,777.91913,-0.21494050980379598,0.7458982525631094,768.54974,0.10688372549043379,0.0,760.85535,0.15496372549023363,0.0,0.7458982525631094,0.8388179643215544,1,0
1045,1045,768.86591,-0.006922156862628981,0.03557119091256705,777.50439,-0.24659168627442796,0.8557358873698826,769.19299,0.1844853333334413,0.0,760.90295,0.19915196078432018,0.0,0.8913070782824497,0.9980876252952708,1,0
1046,1046,769.20026,-0.16474011764705665,0.8465572641699174,777.88983,-0.14710745098034295,0.5105002808703362,769.22357,0.3296314509805143,0.0,760.90295,0.23127356862755732,0.0,1.3570575450402536,1.1312977381049334,2,0
1047,1047,769.2652,-0.17496043137236938,0.8990768383321469,777.8595,-0.07101835294122338,0.24645175265995,769.21472,0.4572381568627861,0.0,760.90436,0.2375918823529446,0.0,1.145528590992097,0.9894684013426348,1,0
