0.00000000,-71.06445312,884.56176758,769.64312744,-0.13535261,-0.15775573,-0.97815776,-0.98056889,-0.12016320,0.15506595
1.00000000,-71.04750061,883.26666260,770.08514404,-0.13654780,-0.12835097,-0.98228347,-0.98024201,-0.12573898,0.15269384
2.00000000,-71.10145569,881.88110352,770.75439453,-0.13600826,-0.09972051,-0.98567617,-0.98124278,-0.12363958,0.14790505
3.00000000,-70.96361542,880.52789307,771.36968994,-0.14101446,-0.07235244,-0.98736012,-0.98022079,-0.12968302,0.14949784
4.00000000,-70.99212646,879.22113037,771.76812744,-0.13613677,-0.03523463,-0.99006331,-0.98045594,-0.13848388,0.13974404
5.00000000,-70.78769684,878.27514648,772.09338379,-0.14901054,-0.02846316,-0.98842597,-0.97876656,-0.13804030,0.15152934
6.00000000,-70.68647003,877.34552002,772.42645264,-0.15602672,-0.02725771,-0.98737663,-0.97828293,-0.13382328,0.15828410
7.00000000,-70.72949219,876.56439209,772.57183838,-0.15622687,-0.01384905,-0.98762429,-0.97797024,-0.13798618,0.15663457
8.00000000,-70.66236115,875.76123047,772.71496582,-0.16424477,0.01453850,-0.98631263,-0.97773123,-0.13481903,0.16082838
9.00000000,-70.95671082,875.28485107,773.05523682,-0.17656887,0.06375465,-0.98222131,-0.97250581,-0.16524100,0.16409680
10.00000000,-70.93961334,874.42993164,773.19128418,-0.15971923,0.07233956,-0.98450840,-0.97558808,-0.16384089,0.14623338
11.00000000,-70.64570618,873.15576172,773.22436523,-0.17292452,0.10038421,-0.97980630,-0.97149658,-0.18115377,0.15289819
12.00000000,-70.72841644,872.00793457,773.42926025,-0.16993785,0.12011158,-0.97810757,-0.97304201,-0.17749178,0.14726171
13.00000000,-70.74832916,870.28784180,773.48571777,-0.17931461,0.12980607,-0.97519064,-0.97268248,-0.17193973,0.15596679
14.00000000,-70.72936249,869.25329590,773.93585205,-0.17828178,0.19395974,-0.96467358,-0.97322261,-0.17932510,0.14380619
15.00000000,-70.66513824,867.70361328,773.81488037,-0.17433405,0.20662814,-0.96276289,-0.97125000,-0.19705319,0.13357940
16.00000000,-70.54930115,866.60412598,773.86523438,-0.17186129,0.23284850,-0.95720696,-0.97469831,-0.18116212,0.13093260
17.00000000,-70.02790070,865.49572754,773.70159912,-0.17886508,0.26366559,-0.94788611,-0.97638726,-0.16619337,0.13801453
18.00000000,-69.44671631,864.29956055,773.35052490,-0.18873119,0.29059783,-0.93804783,-0.97708988,-0.15124989,0.14973047
19.00000000,-69.20418549,863.42651367,773.01770020,-0.18393099,0.31704190,-0.93040526,-0.97997355,-0.13262069,0.14853862
20.00000000,-68.90592957,862.32128906,772.63757324,-0.19491398,0.34045061,-0.91983801,-0.97801960,-0.13828492,0.15606064
21.00000000,-68.46659088,860.96447754,772.33062744,-0.18814635,0.34532842,-0.91942877,-0.98004103,-0.12719727,0.15277570
22.00000000,-68.32314301,859.54833984,772.16546631,-0.19425225,0.38306767,-0.90306437,-0.97957295,-0.12454128,0.15788084
23.00000000,-68.15834045,858.11968994,772.11621094,-0.18946552,0.39579242,-0.89858305,-0.98065001,-0.12220860,0.15294087
24.00000000,-67.94508362,856.46838379,771.81958008,-0.18246531,0.41354480,-0.89201295,-0.98181832,-0.12493217,0.14291573
25.00000000,-68.15863800,855.16876221,771.74688721,-0.17251718,0.43459046,-0.88395071,-0.98431730,-0.10962629,0.13820803
26.00000000,-67.98200989,853.74902344,771.49908447,-0.18034959,0.45340627,-0.87286723,-0.98232907,-0.12817299,0.13638750
27.00000000,-68.22381592,852.38012695,771.17974854,-0.16646075,0.48991588,-0.85572970,-0.98479724,-0.12629974,0.11925951
28.00000000,-68.19539642,851.21289062,770.72833252,-0.17379522,0.52303630,-0.83440310,-0.98476845,-0.09674382,0.14447141
29.00000000,-68.17033386,850.37548828,770.35314941,-0.17352402,0.53612590,-0.82611054,-0.98482871,-0.09565187,0.14478686
30.00000000,-68.18989563,849.75561523,770.06811523,-0.16727054,0.54152161,-0.82387793,-0.98586315,-0.08363831,0.14518407
31.00000000,-67.78205872,849.13238525,769.69085693,-0.19128537,0.54595166,-0.81568789,-0.98143107,-0.11844921,0.15087366
32.00000000,-67.74428558,848.35662842,769.34515381,-0.19230354,0.55689645,-0.80801338,-0.98130989,-0.11507595,0.15423506
33.00000000,-67.67918396,847.22326660,768.94036865,-0.19535518,0.58003181,-0.79082191,-0.98073024,-0.11381221,0.15879184
34.00000000,-67.62897491,846.14184570,768.57550049,-0.19621062,0.59582663,-0.77877605,-0.98051226,-0.11123383,0.16193464
35.00000000,-67.56479645,845.19537354,768.19525146,-0.19880831,0.60969746,-0.76729685,-0.97991872,-0.11143041,0.16535595
36.00000000,-67.52892303,844.44140625,767.75976562,-0.20149827,0.62564033,-0.75363958,-0.97937685,-0.11705613,0.16467786
37.00000000,-67.47348785,843.59863281,767.18908691,-0.19395971,0.63441885,-0.74825978,-0.98053980,-0.10176897,0.16788429
38.00000000,-67.71381378,843.10821533,766.95709229,-0.19660115,0.64530617,-0.73819238,-0.97996777,-0.10490692,0.16928607
39.00000000,-67.55838013,842.44421387,766.52075195,-0.20844686,0.66457552,-0.71755791,-0.97744697,-0.11614478,0.17637420
40.00000000,-67.55765533,841.96734619,766.12969971,-0.20565152,0.67194390,-0.71147656,-0.97791409,-0.11338949,0.17557588
41.00000000,-67.65966797,841.46704102,765.56134033,-0.19739723,0.68046296,-0.70569456,-0.97929358,-0.10388017,0.17376241
42.00000000,-67.57117462,840.65411377,764.79547119,-0.20827281,0.69654042,-0.68662500,-0.97731560,-0.12062728,0.17407829
43.00000000,-67.43524933,839.98883057,764.10833740,-0.20652783,0.71390069,-0.66909820,-0.97714508,-0.11530578,0.17858478
44.00000000,-67.39036560,839.34094238,763.20739746,-0.21219468,0.72935915,-0.65039110,-0.97560823,-0.11981404,0.18393762
45.00000000,-67.10802460,839.18176270,762.75598145,-0.20350361,0.76107705,-0.61591232,-0.97437036,-0.09584188,0.20351082
46.00000000,-66.99780273,838.72778320,761.99157715,-0.20508003,0.76864189,-0.60591412,-0.97306281,-0.09350836,0.21072505
47.00000000,-66.94863129,838.34881592,761.28033447,-0.20556819,0.77735585,-0.59452456,-0.97287887,-0.09648907,0.21022947
48.00000000,-66.70612335,838.11407471,760.66674805,-0.20920312,0.78410256,-0.58430922,-0.97199273,-0.10131395,0.21205114
49.00000000,-66.55510712,838.01690674,760.19567871,-0.20562434,0.78629398,-0.58263218,-0.97239184,-0.09703875,0.21222037
50.00000000,-66.58329010,837.62457275,759.23199463,-0.20240188,0.78165048,-0.58996302,-0.97511548,-0.10521066,0.19514310
51.00000000,-66.24031830,837.37249756,758.61621094,-0.20883942,0.80224335,-0.55927795,-0.97034073,-0.09878266,0.22063734
52.00000000,-66.02149963,836.82971191,757.62371826,-0.21356690,0.81593090,-0.53725785,-0.96807104,-0.10286653,0.22859780
53.00000000,-65.70604706,836.07891846,756.38128662,-0.21647918,0.82777017,-0.51762283,-0.96661252,-0.10727191,0.23270811
54.00000000,-65.39756775,835.53363037,755.04760742,-0.21597493,0.84262329,-0.49329585,-0.96469098,-0.10614574,0.24104841
55.00000000,-65.11352539,834.87969971,753.57012939,-0.22544360,0.85146666,-0.47347623,-0.96161962,-0.11645460,0.24844718
56.00000000,-64.73893738,834.39782715,752.30432129,-0.23150456,0.86310697,-0.44883454,-0.95915759,-0.12541544,0.25355074
57.00000000,-64.79311371,834.07238770,751.38250732,-0.22345543,0.87074661,-0.43802732,-0.95843530,-0.11449873,0.26132685
58.00000000,-64.52449036,833.56732178,750.62847900,-0.23720622,0.87712693,-0.41759020,-0.95622063,-0.13497388,0.25966185
59.00000000,-64.40472412,833.05688477,749.95471191,-0.23714507,0.88267124,-0.40577555,-0.95488644,-0.13493073,0.26454809
60.00000000,-64.29343414,832.58715820,749.52032471,-0.23142600,0.88669717,-0.40026301,-0.95441580,-0.12721372,0.27001387
61.00000000,-64.18348694,832.22351074,749.16156006,-0.23815823,0.89009857,-0.38859442,-0.95339084,-0.13793004,0.26836839
